flex_pinky,flex_ring,flex_middle,flex_index,flex_thumb,touch_index,touch_middle,touch_ring,touch_pinky,touch_r,touch_u,ax,ay,az,gx,gy,gz,label,rep,session,day
0.08363636363636363,0.01870748299319728,0.058394160583941604,0.06912442396313365,0.8053691275167785,1.0,1.0,1.0,1.0,1.0,1.0,0.5511474609375,0.01171875,-0.0838623046875,-0.016265869140625,-0.002777099609375,0.003326416015625,B,0,2026-08-22_23-06-48,2026-08-22
0.0,0.013605442176870748,0.058394160583941604,0.2672811059907834,0.48322147651006714,1.0,1.0,1.0,1.0,1.0,1.0,0.5506591796875,0.014892578125,-0.0867919921875,-0.015167236328125,-0.00653076171875,0.004180908203125,B,0,2026-08-22_23-06-48,2026-08-22
0.0,0.0,0.0,0.17972350230414746,0.33557046979865773,1.0,1.0,1.0,1.0,1.0,1.0,0.5538330078125,0.020263671875,-0.0850830078125,-0.0079345703125,-0.01043701171875,0.00555419921875,B,0,2026-08-22_23-06-48,2026-08-22
0.2109090909090909,0.15136054421768708,0.40875912408759124,0.43317972350230416,0.8053691275167785,1.0,1.0,1.0,1.0,1.0,1.0,0.553955078125,0.0179443359375,-0.085693359375,-0.003326416015625,-0.010894775390625,0.005401611328125,B,0,2026-08-22_23-06-48,2026-08-22
0.35818181818181816,0.011904761904761904,0.0,0.2119815668202765,0.4429530201342282,1.0,1.0,1.0,1.0,1.0,1.0,0.5528564453125,0.02001953125,-0.08935546875,-0.00384521484375,-0.009552001953125,0.005340576171875,B,0,2026-08-22_23-06-48,2026-08-22
0.0,0.061224489795918366,0.45985401459854014,0.7557603686635944,0.3221476510067114,1.0,1.0,1.0,1.0,1.0,1.0,0.555419921875,0.019287109375,-0.0887451171875,-0.00775146484375,-0.01202392578125,0.00677490234375,B,0,2026-08-22_23-06-48,2026-08-22
0.0,0.0,0.2956204379562044,0.7972350230414746,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5528564453125,0.0128173828125,-0.0931396484375,-0.012451171875,-0.012176513671875,0.007354736328125,B,0,2026-08-22_23-06-48,2026-08-22
0.0,0.025510204081632654,0.4197080291970803,0.8110599078341014,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.547607421875,0.0135498046875,-0.0899658203125,-0.0172119140625,-0.01153564453125,0.005401611328125,B,0,2026-08-22_23-06-48,2026-08-22
0.0,0.07142857142857142,0.5875912408759124,0.6774193548387096,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.552490234375,0.0123291015625,-0.0938720703125,-0.013031005859375,-0.008941650390625,0.0040283203125,B,0,2026-08-22_23-06-48,2026-08-22
0.007272727272727273,0.13095238095238096,0.5,0.6497695852534562,0.1476510067114094,1.0,1.0,1.0,1.0,1.0,1.0,0.5528564453125,0.01611328125,-0.090087890625,-0.0064697265625,-0.007781982421875,0.00384521484375,B,0,2026-08-22_23-06-48,2026-08-22
0.0,0.0,0.0,0.6036866359447005,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5552978515625,0.0103759765625,-0.09130859375,-0.003814697265625,-0.006195068359375,0.00299072265625,B,0,2026-08-22_23-06-48,2026-08-22
0.06909090909090909,0.07993197278911565,0.35036496350364965,0.16129032258064516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.555908203125,0.0096435546875,-0.0926513671875,-0.011138916015625,-0.007598876953125,0.000946044921875,B,0,2026-08-22_23-06-48,2026-08-22
0.13090909090909092,0.04081632653061224,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5506591796875,0.0155029296875,-0.0921630859375,-0.011871337890625,-0.009490966796875,0.002716064453125,B,0,2026-08-22_23-06-48,2026-08-22
0.012727272727272728,0.0,0.0,0.07373271889400922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.550048828125,0.0145263671875,-0.0859375,-0.015045166015625,-0.00909423828125,0.0035400390625,B,0,2026-08-22_23-06-48,2026-08-22
0.025454545454545455,0.0,0.0,0.14746543778801843,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5506591796875,0.016845703125,-0.0916748046875,-0.015899658203125,-0.01025390625,0.0032958984375,B,0,2026-08-22_23-06-48,2026-08-22
0.18363636363636363,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5477294921875,0.0189208984375,-0.0906982421875,-0.0089111328125,-0.00762939453125,0.004180908203125,B,0,2026-08-22_23-06-48,2026-08-22
0.11818181818181818,0.02891156462585034,0.0,0.0,0.8053691275167785,1.0,1.0,1.0,1.0,1.0,1.0,0.5523681640625,0.0174560546875,-0.0887451171875,-0.00787353515625,-0.00762939453125,0.004241943359375,B,0,2026-08-22_23-06-48,2026-08-22
0.0,0.0,0.0,0.22580645161290322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.549560546875,0.01953125,-0.0902099609375,-0.012603759765625,-0.00775146484375,0.0037841796875,B,0,2026-08-22_23-06-48,2026-08-22
0.0,0.015306122448979591,0.0,0.4470046082949309,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5496826171875,0.0142822265625,-0.0887451171875,-0.011322021484375,-0.00701904296875,0.005096435546875,B,0,2026-08-22_23-06-48,2026-08-22
0.04909090909090909,0.0,0.0,0.11981566820276497,0.8053691275167785,1.0,1.0,1.0,1.0,1.0,1.0,0.5546875,0.013427734375,-0.09228515625,-0.01080322265625,-0.005767822265625,0.00531005859375,B,0,2026-08-22_23-06-48,2026-08-22
