Label,Mode,FlexPinky,FlexRing,FlexMiddle,FlexIndex,FlexThumb,TouchIndex,TouchMiddle,TouchRing,TouchPinky,TouchR,TouchU,AccX,AccY,AccZ,GyroX,GyroY,GyroZ
L,1,360,637,470,578,2674,1,0,1,1,1,1,17412,2844,-4140,-652,137,47
L,1,0,523,834,769,2407,1,1,1,1,1,1,17252,3052,-3676,-222,-48,71
L,1,592,764,351,496,2769,1,1,1,1,1,1,17512,2840,-4144,52,-402,364
L,1,371,641,478,592,2642,1,0,1,1,1,1,17412,2524,-4716,-452,-277,135
L,1,365,615,533,622,2615,1,1,1,1,1,1,17500,2576,-5088,-672,-383,116
L,1,617,575,457,588,2634,1,0,1,1,1,1,17564,2992,-4508,-493,202,-15
L,1,0,432,826,754,2551,1,1,1,1,1,1,17560,2884,-4260,-589,-66,91
L,1,415,632,444,644,2559,1,1,1,1,1,1,17520,3068,-4236,-574,-4,61
L,1,287,621,453,630,2631,1,0,1,1,1,1,17348,3232,-4208,-487,-279,332
L,1,320,594,449,661,2642,1,1,1,1,1,1,17616,2604,-4684,-544,-311,508
L,1,380,725,426,598,2591,1,0,1,1,1,1,17388,2380,-4784,-684,-149,316
L,1,226,699,598,579,2594,1,1,1,1,1,1,17780,2352,-4304,-114,-215,112
L,1,400,735,412,526,2657,1,1,1,1,1,1,17272,2520,-4588,-780,-329,31
L,1,351,642,511,587,2638,1,0,1,1,1,1,17512,2784,-4568,-391,-142,-71
L,1,399,602,444,606,2641,1,1,1,1,1,1,17464,3100,-4520,-889,213,-54
L,1,467,711,368,444,2743,1,0,1,1,1,1,17436,3392,-4276,-792,-70,468
L,1,55,704,694,560,2544,1,1,1,1,1,1,17672,2884,-4140,-629,-57,603
L,1,320,667,475,621,2638,1,1,1,1,1,1,17648,2188,-4300,-576,-181,166
L,1,257,659,495,624,2611,1,0,1,1,1,1,17512,2212,-4248,-220,-335,82
L,1,329,613,545,571,2629,1,1,1,1,1,1,17536,2484,-4284,84,-442,15
L,1,467,752,426,614,2623,1,0,1,1,1,1,17524,2728,-4732,-634,-463,-145
L,1,168,747,549,555,2601,1,1,1,1,1,1,17428,2976,-4752,-732,-187,-71
L,1,369,658,507,587,2630,1,1,1,1,1,1,17244,3060,-4660,-807,138,222
L,1,346,590,535,580,2631,1,0,1,1,1,1,17408,2456,-4196,-356,-182,388
L,1,432,617,470,581,2608,1,1,1,1,1,1,17480,2360,-4140,-800,-257,36
L,1,281,632,624,302,2559,1,0,1,1,1,1,17532,2784,-4332,-675,-121,96
L,1,384,428,507,785,2625,1,1,1,1,1,1,17512,2844,-4128,-540,-67,37
L,1,419,635,528,567,2654,1,1,1,1,1,1,17620,2912,-4232,-767,-346,-96
L,1,356,674,539,606,2593,1,0,1,1,1,1,17520,2856,-4404,-890,-294,-46
L,1,310,613,577,697,2480,1,1,1,1,1,1,17560,2912,-4372,-721,-272,206
L,1,336,719,509,495,2559,1,0,1,1,1,1,17544,2900,-4448,-668,-130,253
L,1,254,699,634,454,2512,1,1,1,1,1,1,17396,2484,-4496,-498,-2,190
L,1,363,683,463,586,2622,1,1,1,1,1,1,17632,2592,-4244,-688,-181,99
L,1,317,643,485,581,2655,1,0,1,1,1,1,17596,2616,-4448,-482,-43,16
L,1,387,727,496,625,2675,1,1,1,1,1,1,17320,2724,-4328,-418,-49,-47
L,1,344,672,453,567,2601,1,0,1,1,1,1,17572,2796,-4244,-584,-47,68
L,1,694,846,144,439,2786,1,1,1,1,1,1,17564,2848,-4092,-238,-114,-62
L,1,259,609,544,643,2608,1,1,1,1,1,1,17652,2812,-4172,-676,-260,48
L,1,345,603,481,551,2609,1,0,1,1,1,1,17540,2968,-4268,-353,30,87
L,1,354,673,498,625,2635,1,1,1,1,1,1,17752,2696,-4156,-660,1,190
L,1,444,525,314,674,2605,1,0,1,1,1,1,17576,2680,-4108,-524,-62,60
L,1,230,880,591,368,2549,1,1,1,1,1,1,17584,2704,-4152,-685,-276,266
L,1,315,640,479,624,2864,1,1,1,1,1,1,17380,2804,-4164,12,-8,39
L,1,369,678,494,551,2619,1,0,1,1,1,1,17336,2916,-4236,-356,-556,-32
L,1,431,491,607,574,2613,1,1,1,1,1,1,17436,2996,-4224,-213,-435,92
